0,0,10
0,1,10
0,2,10
0,3,10
0,4,10
0,5,10
0,6,10
0,7,10
0,8,10
0,9,10
0,10,10
0,11,10
0,12,10
0,13,10
0,14,10
0,15,10
0,16,10
0,17,10
0,18,10
0,19,10
0,20,10
0,21,10
0,22,10
0,23,10
0,24,10
0,25,10
0,26,10
0,27,10
0,28,10
0,29,10
0,30,10
0,31,10
0,32,10
0,33,10
0,34,10
0,35,10
0,36,10
0,37,10
0,38,10
0,39,10
0,40,10
0,41,10
0,42,10
0,43,10
0,44,10
0,45,10
0,46,10
0,47,10
0,48,10
0,49,10
0,50,10
0,51,10
0,52,10
0,53,10
0,54,10
0,55,10
0,56,10
0,57,10
0,58,10
0,59,10
0,60,10
0,61,10
0,62,10
0,63,10
0,64,10
0,65,10
0,66,9
0,67,9
0,68,9
0,69,9
0,70,9
0,71,9
0,72,9
0,73,9
0,74,9
0,75,9
0,76,9
0,77,9
0,78,9
0,79,9
0,80,9
0,81,9
0,82,9
0,83,9
0,84,9
0,85,8
0,86,8
0,87,8
0,88,8
0,89,8
0,90,7
0,91,7
0,92,7
0,93,7
0,94,7
0,95,7
0,96,7
0,97,7
0,98,7
0,99,7
0,100,7
0,101,7
0,102,7
0,103,7
0,104,7
0,105,7
0,106,7
0,107,7
0,108,7
0,109,7
0,110,7
0,111,7
0,112,7
0,113,6
0,114,6
0,115,6
0,116,6
0,117,6
0,118,6
0,119,6
0,120,6
0,121,6
0,122,6
0,123,6
0,124,6
0,125,6
0,126,6
0,127,6
0,128,6
0,129,6
0,130,6
0,131,6
0,132,6
0,133,6
0,134,6
0,135,6
0,136,5
0,137,4
0,138,4
0,139,4
0,140,4
0,141,4
0,142,4
0,143,4
0,144,4
0,145,4
0,146,4
0,147,4
0,148,4
0,149,4
0,150,4
0,151,4
0,152,4
0,153,4
0,154,4
0,155,4
0,156,3
0,157,3
0,158,3
0,159,3
0,160,3
0,161,3
0,162,3
0,163,3
0,164,3
0,165,3
0,166,3
0,167,3
0,168,3
0,169,3
0,170,3
0,171,3
0,172,3
0,173,2
